metadata_id, metadata_pid, genre, resource_type
5161,uva-lib:616679,Video Recording,Moving Image
5162,uva-lib:616680,Video Recording,Moving Image
5163,uva-lib:616681,Video Recording,Moving Image
5164,uva-lib:616682,Video Recording,Moving Image
5165,uva-lib:616683,Video Recording,Moving Image
5166,uva-lib:616684,Video Recording,Moving Image
5167,uva-lib:616685,Video Recording,Moving Image
5168,uva-lib:616686,Video Recording,Moving Image
5169,uva-lib:616687,Video Recording,Moving Image
5170,uva-lib:616688,Video Recording,Moving Image
5171,uva-lib:616689,Video Recording,Moving Image
5172,uva-lib:616690,Video Recording,Moving Image
5173,uva-lib:616691,Video Recording,Moving Image
5174,uva-lib:616692,Video Recording,Moving Image
5175,uva-lib:616693,Video Recording,Moving Image
5176,uva-lib:616694,Video Recording,Moving Image
5177,uva-lib:616695,Video Recording,Moving Image
5178,uva-lib:616696,Video Recording,Moving Image
5179,uva-lib:616697,Video Recording,Moving Image
5180,uva-lib:616698,Video Recording,Moving Image
5181,uva-lib:616699,Video Recording,Moving Image
5182,uva-lib:616700,Video Recording,Moving Image
5183,uva-lib:616701,Video Recording,Moving Image
6003,uva-lib:1003886,,Text
6004,uva-lib:1003887,,Text
6005,uva-lib:1003888,,Text
6007,uva-lib:770702,,Text
6008,uva-lib:1003889,,Text
6010,uva-lib:619677,,Mixed Material
6011,uva-lib:616703,,Mixed Material
6013,uva-lib:831673,,Still Image
6015,uva-lib:770524,,Text
6016,uva-lib:1003890,,Text
6018,uva-lib:619679,,Mixed Material
6019,uva-lib:1003891,,Text
6020,uva-lib:831674,Picture,Still Image
6021,uva-lib:831675,,Text
6022,uva-lib:626899,,Text
6024,uva-lib:1003892,,Text
6025,uva-lib:1003893,,Text
6026,uva-lib:1003894,,Text
6027,uva-lib:1003895,,Text
6029,uva-lib:619678,,Still Image
6030,uva-lib:727410,,Text
6031,uva-lib:727411,,Text
6032,uva-lib:727412,,Text
6033,uva-lib:727413,,Text
6034,uva-lib:727414,,Text
6035,uva-lib:727415,,Text
6036,uva-lib:727416,,Text
6037,uva-lib:1003896,,Text
6038,uva-lib:727417,,Text
6039,uva-lib:727418,,Text
6046,uva-lib:1003897,,Text
6047,uva-lib:727425,,Text
6049,uva-lib:619681,,Text
6050,uva-lib:1003898,,Text
6054,uva-lib:831676,,Mixed Material
6055,uva-lib:1003899,,Text
6056,uva-lib:831677,,Text
6057,uva-lib:831678,,Text
6058,uva-lib:1003900,,Cartographic
6068,uva-lib:1003901,,Text
6075,uva-lib:602596,,Text
6076,uva-lib:1003902,,Text
6077,uva-lib:1003903,,Text
6078,uva-lib:1003904,,Text
6079,uva-lib:831679,,Text
6080,uva-lib:616704,,Text
6081,uva-lib:727419,,Text
6082,uva-lib:730778,,Text
6083,uva-lib:727420,,Text
6084,uva-lib:616705,,Text
6085,uva-lib:616706,,Text
6086,uva-lib:727421,,Text
6087,uva-lib:616707,,Text
6088,uva-lib:727422,,Text
6089,uva-lib:730777,,Text
6091,uva-lib:727424,,Text
6092,uva-lib:619680,,Still Image
6093,uva-lib:616708,,Text
6094,uva-lib:616709,,Text
6095,uva-lib:616710,,Text
6096,uva-lib:616711,,Text
6100,uva-lib:1003905,,Mixed Material
6101,uva-lib:727423,,Cartographic
6103,uva-lib:1003906,,Still Image
6104,uva-lib:1003907,,Cartographic
6105,uva-lib:770680,Chart,Text
6106,uva-lib:1003908,,Cartographic
6107,uva-lib:1003909,,Text
6109,uva-lib:1003910,,Text
6110,uva-lib:1003911,,Text
6111,uva-lib:1003912,,Text
6112,uva-lib:1003913,,Text
6113,uva-lib:1003914,,Text
6114,uva-lib:1003915,,Text
6115,uva-lib:1003916,,Text
6116,uva-lib:1003917,,Text
6117,uva-lib:727426,Chart,Cartographic
6120,uva-lib:1003918,,Text
6121,uva-lib:616712,,Cartographic
6122,uva-lib:616713,,Cartographic
6123,uva-lib:616714,,Cartographic
6124,uva-lib:616715,,Cartographic
6127,uva-lib:1003919,,Text
6128,uva-lib:1003920,,Text
6131,uva-lib:835171,,Text
6132,uva-lib:1003921,,Text
6133,uva-lib:1003922,,Text
6134,uva-lib:1003923,,Text
6135,uva-lib:616716,,Text
6136,uva-lib:727436,,Text
6137,uva-lib:616717,,Text
6138,uva-lib:616718,,Text
6139,uva-lib:616719,,Text
6141,uva-lib:616720,,Text
6142,uva-lib:616721,,Text
6143,uva-lib:616722,,Text
6144,uva-lib:616723,,Text
6145,uva-lib:616724,,Text
6147,uva-lib:1003924,,Text
6149,uva-lib:616725,,Text
6152,uva-lib:616726,,Text
6154,uva-lib:831680,,Mixed Material
6155,uva-lib:1003925,,Text
6156,uva-lib:1003926,,Still Image
6157,uva-lib:1003927,,Still Image
6160,uva-lib:627108,,Text
6161,uva-lib:602970,,Text
6162,uva-lib:727429,,Text
6163,uva-lib:616727,,Text
6164,uva-lib:616728,,Text
6172,uva-lib:1003928,,Text
6173,uva-lib:831681,,Mixed Material
6176,uva-lib:1003929,,Text
6177,uva-lib:1003930,,Text
6178,uva-lib:1003931,,Text
6179,uva-lib:1003932,,Text
6181,uva-lib:1003933,,Text
6182,uva-lib:1003934,,Text
6183,uva-lib:1003935,,Mixed Material
6184,uva-lib:727428,,Text
6185,uva-lib:727434,,Text
6186,uva-lib:727433,,Text
6187,uva-lib:1003936,,Mixed Material
6188,uva-lib:727431,,Still Image
6190,uva-lib:1003937,,Text
6191,uva-lib:1003938,,Text
6192,uva-lib:616729,,Text
6193,uva-lib:727482,,Text
6194,uva-lib:1003939,,Text
6195,uva-lib:1003940,,Cartographic
6197,uva-lib:616730,,Cartographic
6198,uva-lib:616731,,Cartographic
6199,uva-lib:616732,,Cartographic
6200,uva-lib:616733,,Cartographic
6201,uva-lib:616734,,Cartographic
6202,uva-lib:616735,,Cartographic
6203,uva-lib:616736,,Cartographic
6204,uva-lib:616737,,Cartographic
6205,uva-lib:616738,,Cartographic
6206,uva-lib:616739,,Cartographic
6207,uva-lib:616740,,Cartographic
6208,uva-lib:616741,,Cartographic
6209,uva-lib:616742,,Cartographic
6210,uva-lib:616743,,Cartographic
6211,uva-lib:616744,,Cartographic
6212,uva-lib:616745,,Cartographic
6213,uva-lib:616746,,Cartographic
6214,uva-lib:616747,,Cartographic
6215,uva-lib:616748,,Cartographic
6216,uva-lib:616749,,Cartographic
6217,uva-lib:616750,,Cartographic
6218,uva-lib:616751,,Cartographic
6219,uva-lib:616752,,Cartographic
6220,uva-lib:616753,,Cartographic
6221,uva-lib:616754,,Cartographic
6222,uva-lib:616755,,Cartographic
6223,uva-lib:616756,,Cartographic
6224,uva-lib:616757,,Cartographic
6225,uva-lib:616758,,Cartographic
6226,uva-lib:616759,,Cartographic
6227,uva-lib:616760,,Cartographic
6228,uva-lib:616761,,Cartographic
6229,uva-lib:616762,,Cartographic
6230,uva-lib:616763,,Cartographic
6231,uva-lib:616764,,Cartographic
6232,uva-lib:616765,,Cartographic
6233,uva-lib:616766,,Cartographic
6234,uva-lib:616767,,Cartographic
6235,uva-lib:616768,,Cartographic
6236,uva-lib:616769,,Cartographic
6237,uva-lib:616770,,Cartographic
6238,uva-lib:616771,,Cartographic
6239,uva-lib:616772,,Cartographic
6240,uva-lib:616773,,Cartographic
6241,uva-lib:616774,,Cartographic
6242,uva-lib:616775,,Cartographic
6243,uva-lib:616776,,Cartographic
6244,uva-lib:616777,,Cartographic
6245,uva-lib:616778,,Cartographic
6246,uva-lib:616779,,Cartographic
6247,uva-lib:616780,,Cartographic
6248,uva-lib:616781,,Cartographic
6249,uva-lib:616782,,Cartographic
6250,uva-lib:616783,,Cartographic
6251,uva-lib:616784,,Cartographic
6252,uva-lib:616785,,Cartographic
6253,uva-lib:616786,,Cartographic
6254,uva-lib:616787,,Cartographic
6255,uva-lib:616788,,Cartographic
6256,uva-lib:616789,,Cartographic
6257,uva-lib:616790,,Cartographic
6258,uva-lib:616791,,Cartographic
6259,uva-lib:616792,,Cartographic
6260,uva-lib:616793,,Cartographic
6261,uva-lib:616794,,Cartographic
6262,uva-lib:616795,,Cartographic
6263,uva-lib:616796,,Cartographic
6264,uva-lib:616797,,Cartographic
6265,uva-lib:616798,,Cartographic
6266,uva-lib:616799,,Cartographic
6267,uva-lib:616800,,Cartographic
6268,uva-lib:616801,,Cartographic
6269,uva-lib:616802,,Cartographic
6270,uva-lib:616803,,Cartographic
6271,uva-lib:616804,,Cartographic
6272,uva-lib:616805,,Cartographic
6273,uva-lib:616806,,Cartographic
6274,uva-lib:616807,,Cartographic
6275,uva-lib:616808,,Cartographic
6276,uva-lib:616809,,Cartographic
6277,uva-lib:616810,,Cartographic
6278,uva-lib:616811,,Cartographic
6279,uva-lib:616812,,Cartographic
6280,uva-lib:616813,,Cartographic
6281,uva-lib:616814,,Cartographic
6282,uva-lib:616815,,Cartographic
6283,uva-lib:616816,,Cartographic
6284,uva-lib:616817,,Cartographic
6285,uva-lib:727481,,Still Image
6286,uva-lib:727430,,Still Image
6287,uva-lib:616818,,Cartographic
6288,uva-lib:1003941,,Still Image
6289,uva-lib:727437,,Still Image
6290,uva-lib:727427,,Text
6291,uva-lib:616819,,Cartographic
6292,uva-lib:616820,,Cartographic
6293,uva-lib:616821,,Cartographic
6294,uva-lib:616822,,Cartographic
6295,uva-lib:616823,,Cartographic
6296,uva-lib:616824,,Cartographic
6297,uva-lib:616825,,Cartographic
6298,uva-lib:616826,,Cartographic
6299,uva-lib:616827,,Cartographic
6300,uva-lib:616828,,Cartographic
6301,uva-lib:616829,,Cartographic
6302,uva-lib:616830,,Cartographic
6303,uva-lib:616831,,Cartographic
6304,uva-lib:616832,,Cartographic
6305,uva-lib:616833,,Cartographic
6306,uva-lib:616834,,Cartographic
6307,uva-lib:616835,,Cartographic
6308,uva-lib:616836,,Cartographic
6309,uva-lib:616837,,Cartographic
6310,uva-lib:616838,,Cartographic
6311,uva-lib:616839,,Cartographic
6312,uva-lib:616840,,Cartographic
6313,uva-lib:616841,,Cartographic
6314,uva-lib:616842,,Cartographic
6315,uva-lib:1003942,,Cartographic
6316,uva-lib:616843,,Cartographic
6317,uva-lib:616844,,Cartographic
6318,uva-lib:616845,,Cartographic
6319,uva-lib:616846,,Cartographic
6320,uva-lib:616847,,Cartographic
6321,uva-lib:616848,,Cartographic
6322,uva-lib:616849,,Cartographic
6323,uva-lib:616850,,Cartographic
6324,uva-lib:616851,,Cartographic
6325,uva-lib:616852,,Cartographic
6326,uva-lib:616853,,Cartographic
6327,uva-lib:616854,,Cartographic
6328,uva-lib:616855,,Cartographic
6329,uva-lib:616856,,Cartographic
6330,uva-lib:616857,,Cartographic
6331,uva-lib:616858,,Cartographic
6332,uva-lib:616859,,Cartographic
6333,uva-lib:616860,,Cartographic
6334,uva-lib:616861,,Cartographic
6335,uva-lib:616862,,Cartographic
6336,uva-lib:616863,,Cartographic
6337,uva-lib:616864,,Cartographic
6338,uva-lib:616865,,Cartographic
6339,uva-lib:616866,,Cartographic
6340,uva-lib:616867,,Cartographic
6341,uva-lib:616868,,Cartographic
6342,uva-lib:616869,,Cartographic
6343,uva-lib:616870,,Cartographic
6344,uva-lib:616871,,Cartographic
6345,uva-lib:616872,,Cartographic
6346,uva-lib:616873,,Cartographic
6347,uva-lib:616874,,Cartographic
6348,uva-lib:616875,,Cartographic
6349,uva-lib:616876,,Cartographic
6350,uva-lib:616877,,Cartographic
6351,uva-lib:616878,,Cartographic
6352,uva-lib:616879,,Cartographic
6353,uva-lib:616880,,Cartographic
6354,uva-lib:616881,,Cartographic
6355,uva-lib:616882,,Cartographic
6356,uva-lib:616883,,Cartographic
6357,uva-lib:627110,,Text
6358,uva-lib:727487,,Mixed Material
6359,uva-lib:627111,,Text
6360,uva-lib:727483,,Still Image
6362,uva-lib:616034,,Text
6363,uva-lib:1003943,,Text
6364,uva-lib:1003944,,Text
6365,uva-lib:1003945,,Text
6367,uva-lib:616885,,Still Image
6369,uva-lib:616887,,Still Image
6370,uva-lib:616888,,Still Image
6371,uva-lib:616889,,Still Image
6372,uva-lib:616890,,Still Image
6373,uva-lib:616891,,Still Image
6376,uva-lib:616894,,Still Image
6377,uva-lib:616895,,Still Image
6378,uva-lib:616896,,Still Image
6379,uva-lib:616897,,Still Image
6380,uva-lib:616898,,Still Image
6381,uva-lib:616899,,Still Image
6382,uva-lib:616900,,Still Image
6383,uva-lib:616901,,Still Image
6384,uva-lib:616902,,Still Image
6385,uva-lib:616903,,Still Image
6386,uva-lib:616904,,Still Image
6387,uva-lib:616905,,Still Image
6388,uva-lib:616906,,Still Image
6393,uva-lib:616911,,Still Image
6394,uva-lib:616912,,Still Image
6398,uva-lib:1003946,,Text
6399,uva-lib:1003947,,Text
6400,uva-lib:1003948,,Text
6401,uva-lib:616916,,Text
6402,uva-lib:616917,,Text
6403,uva-lib:831682,,Mixed Material
6404,uva-lib:1003949,Map,Cartographic
6405,uva-lib:616918,,Still Image
6406,uva-lib:616919,,Text
6407,uva-lib:616920,,Text
6408,uva-lib:616921,,Text
6409,uva-lib:616922,,Text
6410,uva-lib:616923,,Text
6411,uva-lib:616924,,Text
6412,uva-lib:616925,,Text
6413,uva-lib:616926,,Text
6415,uva-lib:1003950,,Text
6417,uva-lib:1003951,,Text
6418,uva-lib:1003952,,Text
6419,uva-lib:610710,,Text
6420,uva-lib:1003953,,Text
6421,uva-lib:727488,,Text
6422,uva-lib:616927,,Text
6423,uva-lib:616928,,Text
6424,uva-lib:616929,,Text
6425,uva-lib:1003954,,Cartographic
6428,uva-lib:1003955,Slide,Still Image
6429,uva-lib:616930,,Text
6430,uva-lib:616931,,Text
6431,uva-lib:616932,,Text
6432,uva-lib:616933,,Text
6434,uva-lib:1003956,,Text
6435,uva-lib:1003957,,Text
6436,uva-lib:727480,,Still Image
6437,uva-lib:616934,,Text
6438,uva-lib:616935,,Text
6439,uva-lib:616936,,Text
6440,uva-lib:616937,,Text
6441,uva-lib:616938,,Text
6442,uva-lib:616939,,Text
6443,uva-lib:616940,,Text
6444,uva-lib:616941,,Text
6445,uva-lib:616942,,Text
6446,uva-lib:616943,,Text
6447,uva-lib:616944,,Text
6448,uva-lib:616945,,Text
6449,uva-lib:616946,,Text
6450,uva-lib:616947,,Text
6451,uva-lib:616948,,Cartographic
6452,uva-lib:616949,,Cartographic
6454,uva-lib:616951,Letter,Text
6455,uva-lib:616952,,Text
6456,uva-lib:616953,,Text
6457,uva-lib:616954,,Text
6458,uva-lib:616955,,Text
6459,uva-lib:616956,,Text
6460,uva-lib:616957,,Text
6461,uva-lib:616958,,Text
6462,uva-lib:1003958,,Cartographic
6463,uva-lib:1003959,,Text
6464,uva-lib:616959,,Text
6465,uva-lib:616960,,Text
6466,uva-lib:616961,,Cartographic
6467,uva-lib:616962,,Text
6468,uva-lib:616963,,Cartographic
6469,uva-lib:616964,,Cartographic
6470,uva-lib:616965,,Cartographic
6471,uva-lib:616966,,Cartographic
6472,uva-lib:616967,,Cartographic
6473,uva-lib:616968,,Cartographic
6474,uva-lib:616969,,Cartographic
6475,uva-lib:616970,,Cartographic
6476,uva-lib:616971,,Cartographic
6477,uva-lib:616972,,Cartographic
6478,uva-lib:727479,,Text
6479,uva-lib:1003960,,Text
6480,uva-lib:1003961,,Text
6481,uva-lib:1003962,,Text
6482,uva-lib:616973,,Cartographic
6483,uva-lib:616974,,Cartographic
6484,uva-lib:616975,,Cartographic
6485,uva-lib:616976,,Cartographic
6486,uva-lib:616977,,Cartographic
6487,uva-lib:616978,,Cartographic
6488,uva-lib:616979,,Cartographic
6489,uva-lib:616980,,Cartographic
6490,uva-lib:616981,,Cartographic
6492,uva-lib:616982,,Cartographic
6493,uva-lib:616983,,Cartographic
6494,uva-lib:616984,,Cartographic
6495,uva-lib:616985,,Cartographic
6496,uva-lib:616986,,Cartographic
6497,uva-lib:616987,,Cartographic
6498,uva-lib:616988,,Cartographic
6499,uva-lib:616989,,Cartographic
6500,uva-lib:616990,,Cartographic
6501,uva-lib:616991,,Cartographic
6502,uva-lib:616992,,Cartographic
6503,uva-lib:616993,,Cartographic
6504,uva-lib:616994,,Cartographic
6505,uva-lib:616995,,Cartographic
6506,uva-lib:616996,,Cartographic
6507,uva-lib:616997,,Cartographic
6508,uva-lib:616998,,Cartographic
6509,uva-lib:616999,,Cartographic
6510,uva-lib:617000,,Cartographic
6511,uva-lib:617001,,Cartographic
6512,uva-lib:617002,,Cartographic
6513,uva-lib:617003,,Cartographic
6514,uva-lib:1003963,,Cartographic
6515,uva-lib:1003964,,Cartographic
6516,uva-lib:1003965,,Cartographic
6517,uva-lib:1003966,,Cartographic
6518,uva-lib:1003967,,Cartographic
6519,uva-lib:1003968,,Cartographic
6520,uva-lib:1003969,,Cartographic
6521,uva-lib:1003970,,Cartographic
6522,uva-lib:1003971,,Cartographic
6523,uva-lib:1003972,,Cartographic
6524,uva-lib:1003973,,Cartographic
6525,uva-lib:1003974,,Cartographic
6526,uva-lib:1003975,,Cartographic
6527,uva-lib:1003976,,Cartographic
6528,uva-lib:1003977,,Cartographic
6529,uva-lib:1003978,,Cartographic
6530,uva-lib:1003979,,Cartographic
6531,uva-lib:1003980,,Cartographic
6532,uva-lib:1003981,,Cartographic
6533,uva-lib:1003982,,Cartographic
6534,uva-lib:1003983,,Cartographic
6535,uva-lib:1003984,,Cartographic
6536,uva-lib:1003985,,Cartographic
6537,uva-lib:1003986,,Cartographic
6538,uva-lib:1003987,,Cartographic
6539,uva-lib:1003988,,Cartographic
6540,uva-lib:1003989,,Cartographic
6541,uva-lib:1003990,,Cartographic
6542,uva-lib:1003991,,Cartographic
6543,uva-lib:1003992,,Cartographic
6544,uva-lib:1003993,,Cartographic
6545,uva-lib:1003994,,Cartographic
6546,uva-lib:1003995,,Cartographic
6547,uva-lib:1003996,,Cartographic
6548,uva-lib:1003997,,Cartographic
6549,uva-lib:1003998,,Cartographic
6550,uva-lib:1003999,,Cartographic
6551,uva-lib:1004000,,Cartographic
6552,uva-lib:1004001,,Cartographic
6553,uva-lib:1004002,,Cartographic
6554,uva-lib:1004003,,Cartographic
6555,uva-lib:1004004,,Cartographic
6556,uva-lib:1004005,,Cartographic
6557,uva-lib:1004006,,Cartographic
6558,uva-lib:1004007,,Cartographic
6559,uva-lib:1004008,,Cartographic
6560,uva-lib:1004009,,Cartographic
6561,uva-lib:1004010,,Cartographic
6562,uva-lib:1004011,,Cartographic
6563,uva-lib:1004012,,Cartographic
6564,uva-lib:1004013,,Cartographic
6565,uva-lib:1004014,,Cartographic
6566,uva-lib:1004015,,Cartographic
6567,uva-lib:1004016,,Cartographic
6568,uva-lib:1004017,,Cartographic
6569,uva-lib:1004018,,Cartographic
6570,uva-lib:1004019,,Cartographic
6571,uva-lib:1004020,,Cartographic
6572,uva-lib:1004021,,Cartographic
6573,uva-lib:1004022,,Cartographic
6574,uva-lib:1004023,,Cartographic
6575,uva-lib:1004024,,Cartographic
6576,uva-lib:1004025,,Cartographic
6577,uva-lib:1004026,,Cartographic
6578,uva-lib:1004027,,Cartographic
6579,uva-lib:1004028,,Cartographic
6580,uva-lib:1004029,,Cartographic
6581,uva-lib:1004030,,Cartographic
6582,uva-lib:1004031,,Cartographic
6583,uva-lib:1004032,,Cartographic
6584,uva-lib:1004033,,Cartographic
6585,uva-lib:1004034,,Cartographic
6586,uva-lib:1004035,,Cartographic
6587,uva-lib:1004036,,Cartographic
6588,uva-lib:1004037,,Cartographic
6589,uva-lib:1004038,,Cartographic
6590,uva-lib:1004039,,Cartographic
6591,uva-lib:1004040,,Cartographic
6592,uva-lib:1004041,,Cartographic
6593,uva-lib:1004042,,Cartographic
6594,uva-lib:1004043,,Cartographic
6595,uva-lib:1004044,,Cartographic
6596,uva-lib:1004045,,Cartographic
6597,uva-lib:1004046,,Cartographic
6598,uva-lib:1004047,,Cartographic
6599,uva-lib:1004048,,Cartographic
6600,uva-lib:1004049,,Cartographic
6601,uva-lib:1004050,,Cartographic
6602,uva-lib:1004051,,Cartographic
6603,uva-lib:1004052,,Cartographic
6604,uva-lib:1004053,,Cartographic
6605,uva-lib:1004054,,Cartographic
6606,uva-lib:1004055,,Cartographic
6607,uva-lib:1004056,,Cartographic
6608,uva-lib:1004057,,Cartographic
6609,uva-lib:1004058,,Cartographic
6610,uva-lib:1004059,,Cartographic
6611,uva-lib:1004060,,Cartographic
6612,uva-lib:1004061,,Cartographic
6613,uva-lib:1004062,,Cartographic
6614,uva-lib:1004063,,Cartographic
6615,uva-lib:1004064,,Cartographic
6616,uva-lib:1004065,,Cartographic
6617,uva-lib:1004066,,Text
6618,uva-lib:727478,,Text
6619,uva-lib:831683,,Text
6620,uva-lib:727489,,Text
6621,uva-lib:601004,Letter,Text
6622,uva-lib:1004067,,Mixed Material
6623,uva-lib:1004068,,Text
6624,uva-lib:1004069,,Text
6625,uva-lib:1004070,,Still Image
6626,uva-lib:1004071,,Text
6627,uva-lib:1004072,,Text
6628,uva-lib:1004073,,Text
6630,uva-lib:1004075,,Text
6631,uva-lib:1004076,,Text
6632,uva-lib:1004077,,Text
6633,uva-lib:1004078,,Text
6634,uva-lib:1004079,,Text
6637,uva-lib:1004081,,Still Image
6638,uva-lib:1004082,,Still Image
6639,uva-lib:1004083,,Still Image
6640,uva-lib:1004084,,Still Image
6641,uva-lib:1004085,,Still Image
6642,uva-lib:727490,,Still Image
6643,uva-lib:1004086,,Text
6644,uva-lib:1004087,,Text
6645,uva-lib:1004088,,Text
6646,uva-lib:1004089,,Text
6647,uva-lib:1004090,,Text
6648,uva-lib:1004091,,Text
6649,uva-lib:1004092,,Cartographic
6650,uva-lib:1004093,,Cartographic
6651,uva-lib:1004094,,Cartographic
6652,uva-lib:1004095,,Text
6653,uva-lib:1004096,,Cartographic
6654,uva-lib:1004097,,Cartographic
6655,uva-lib:1004098,,Cartographic
6656,uva-lib:674316,,Text
6657,uva-lib:1004099,,Cartographic
6658,uva-lib:770701,,Cartographic
6659,uva-lib:770700,,Text
6660,uva-lib:831684,,Text
6661,uva-lib:770698,,Text
6662,uva-lib:1004100,,Text
6663,uva-lib:1004101,,Text
6664,uva-lib:1004102,,Text
6665,uva-lib:1004103,,Text
6666,uva-lib:1004104,,Text
6667,uva-lib:1004105,,Text
6668,uva-lib:1004106,,Text
6669,uva-lib:1004107,,Text
6670,uva-lib:1004108,,Text
6671,uva-lib:1004109,,Text
6672,uva-lib:1004110,,Text
6673,uva-lib:1004111,,Text
6674,uva-lib:1004112,,Text
6675,uva-lib:831685,,Text
6676,uva-lib:1004113,,Text
6677,uva-lib:1004114,,Text
6678,uva-lib:1004115,,Text
6679,uva-lib:1004116,,Text
6680,uva-lib:1004117,,Text
6681,uva-lib:1004118,,Text
6682,uva-lib:1004119,,Text
6683,uva-lib:1004120,,Text
6684,uva-lib:1004121,,Text
6685,uva-lib:1004122,,Text
6686,uva-lib:1004123,,Text
6687,uva-lib:1004124,,Text
6688,uva-lib:1004125,,Text
6689,uva-lib:1004126,,Text
6690,uva-lib:1004127,,Text
6691,uva-lib:1004128,,Text
6692,uva-lib:1004129,,Text
6693,uva-lib:831686,,Text
6694,uva-lib:1004130,,Text
6695,uva-lib:1004131,,Text
6696,uva-lib:1004132,,Text
6697,uva-lib:1004133,,Text
6698,uva-lib:1004134,,Text
6699,uva-lib:1004135,,Text
6700,uva-lib:1004136,,Text
6701,uva-lib:1004137,,Text
6702,uva-lib:1004138,,Text
6703,uva-lib:1004139,,Text
6704,uva-lib:1004140,,Text
6705,uva-lib:1004141,,Text
6706,uva-lib:831687,,Text
6707,uva-lib:1004142,,Text
6708,uva-lib:831688,,Text
6709,uva-lib:1004143,,Text
6710,uva-lib:1004144,,Text
6711,uva-lib:1004145,,Text
6712,uva-lib:1004146,,Text
6713,uva-lib:1004147,,Text
6714,uva-lib:1004148,,Text
6715,uva-lib:831689,,Text
6716,uva-lib:1004149,,Text
6717,uva-lib:1004150,,Text
6718,uva-lib:1004151,,Text
6719,uva-lib:1004152,,Text
6720,uva-lib:1004153,,Text
6721,uva-lib:1004154,,Text
6722,uva-lib:1004155,,Text
6723,uva-lib:1004156,,Text
6724,uva-lib:1004157,,Text
6725,uva-lib:1004158,,Text
6726,uva-lib:831690,,Text
6727,uva-lib:831691,,Text
6728,uva-lib:1004159,,Text
6729,uva-lib:1004160,,Text
6730,uva-lib:1004161,,Text
6731,uva-lib:1004162,,Text
6732,uva-lib:602594,,Text
6733,uva-lib:1004163,,Text
6734,uva-lib:1004164,,Text
6735,uva-lib:831692,,Text
6736,uva-lib:1004165,,Text
6737,uva-lib:1004166,,Text
6738,uva-lib:770699,,Text
6739,uva-lib:1004167,,Text
6740,uva-lib:610704,,Text
6742,uva-lib:1004168,,Cartographic
6743,uva-lib:1004169,,Cartographic
6746,uva-lib:707076,,Text
6747,uva-lib:1004170,,Text
6748,uva-lib:831693,,Text
6749,uva-lib:1004171,,Text
6750,uva-lib:770620,,Text
6752,uva-lib:831694,,Text
6753,uva-lib:831695,,Text
6754,uva-lib:831696,,Text
6755,uva-lib:831697,,Text
6756,uva-lib:831698,,Text
6757,uva-lib:831699,,Text
6758,uva-lib:831700,,Text
6759,uva-lib:831701,,Text
6760,uva-lib:831702,,Text
6761,uva-lib:770621,,Text
6762,uva-lib:831703,,Text
6763,uva-lib:831704,,Text
6764,uva-lib:831705,,Text
6765,uva-lib:1004172,,Cartographic
6766,uva-lib:831706,,Text
6767,uva-lib:831707,,Text
6768,uva-lib:770622,,Text
6769,uva-lib:831708,,Text
6770,uva-lib:831709,,Text
6771,uva-lib:831710,,Text
6772,uva-lib:831711,,Text
6773,uva-lib:831712,,Text
6774,uva-lib:831713,,Text
6775,uva-lib:831714,,Text
6776,uva-lib:831715,,Text
6777,uva-lib:831716,,Text
6778,uva-lib:831717,,Text
6779,uva-lib:831718,,Text
6781,uva-lib:831719,,Text
6782,uva-lib:770681,,Text
6783,uva-lib:831720,,Text
6784,uva-lib:831721,,Text
6785,uva-lib:831722,,Text
6786,uva-lib:831723,,Text
6787,uva-lib:831724,,Text
6788,uva-lib:831725,,Text
6789,uva-lib:770697,,Text
6790,uva-lib:831726,,Text
6791,uva-lib:831727,,Text
6792,uva-lib:627107,,Text
6793,uva-lib:831728,,Text
6794,uva-lib:831729,,Text
6795,uva-lib:831730,,Text
6796,uva-lib:831731,,Text
6797,uva-lib:770696,,Text
6798,uva-lib:770623,,Text
6799,uva-lib:831732,,Text
6800,uva-lib:770682,,Text
6801,uva-lib:831733,,Text
6802,uva-lib:831734,,Text
6803,uva-lib:831735,,Text
6804,uva-lib:770683,,Text
6805,uva-lib:831736,,Text
6806,uva-lib:831737,,Text
6807,uva-lib:770684,,Text
6808,uva-lib:770685,,Text
6809,uva-lib:1004173,,Text
6810,uva-lib:770686,,Text
6811,uva-lib:831738,,Text
6812,uva-lib:831739,,Text
6813,uva-lib:831740,,Text
6814,uva-lib:831741,,Text
6815,uva-lib:831742,,Text
6816,uva-lib:831743,,Text
6817,uva-lib:831744,,Text
6818,uva-lib:770687,,Text
6819,uva-lib:831745,,Text
6820,uva-lib:831746,,Text
6821,uva-lib:831747,,Text
6822,uva-lib:831748,,Text
6823,uva-lib:831749,,Text
6824,uva-lib:831750,,Text
6825,uva-lib:831751,,Text
6826,uva-lib:831752,,Text
6827,uva-lib:831753,,Text
6828,uva-lib:831754,,Text
6829,uva-lib:831755,,Text
6830,uva-lib:831756,,Text
6831,uva-lib:831757,,Text
6832,uva-lib:831758,,Text
6833,uva-lib:831759,,Text
6834,uva-lib:831760,,Text
6835,uva-lib:770624,,Text
6836,uva-lib:831761,,Text
6837,uva-lib:831762,,Text
6838,uva-lib:831763,,Text
6839,uva-lib:831764,,Text
6840,uva-lib:831765,,Text
6841,uva-lib:831766,,Text
6842,uva-lib:770625,,Text
6843,uva-lib:831767,,Text
